No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（�u）,取引価格（�u単価）,土地の形状,間口,延床面積（�u）,建築年,建物の構造,建物の用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,備考
5019,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,9,100000000,2400000,,145,720000,長方形,8,,,,,,北西,区道,6,第１種低層住居専用地域,60,150,平成21年第４四半期,
5020,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,3,46000000,,２ＬＤＫ,60,,,,,平成15年,ＳＲＣ,住宅,,,,,商業地域,80,400,平成21年第４四半期,未改装を購入
5021,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,3,14000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成21年第４四半期,未改装を購入
5022,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,11,53000000,,３ＬＤＫ,75,,,,,平成8年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,平成21年第４四半期,未改装を購入
5023,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,8,59000000,,２ＬＤＫ,60,,,,,平成11年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成21年第４四半期,未改装を購入
5024,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,15,120000000,1900000,,210,580000,ほぼ長方形,16.5,,,,,,西,区道,5.4,第１種低層住居専用地域,50,100,平成21年第３四半期,
5025,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,13,120000000,,,145,,ほぼ長方形,9,160,平成9年,木造,住宅,,北西,区道,6.5,第１種低層住居専用地域,60,150,平成21年第３四半期,
5026,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,10,83000000,,,130,,ほぼ長方形,10.7,155,平成5年,木造,住宅、事務所,,南,区道,6,第１種低層住居専用地域,60,150,平成21年第３四半期,
5027,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,13,85000000,1700000,,165,510000,不整形,4,,,,,,西,区道,4,第１種低層住居専用地域,50,100,平成21年第３四半期,
5028,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,45000000,1500000,,95,470000,不整形,2,,,,,,南,区道,6,第１種低層住居専用地域,60,150,平成21年第３四半期,
5029,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,3,34000000,,２ＬＤＫ,50,,,,,平成13年,ＲＣ,住宅,,,,,第１種住居地域,60,200,平成21年第３四半期,未改装を購入
5030,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,3,13000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成21年第３四半期,改装済を購入
5031,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,3,18000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成21年第３四半期,改装済を購入
5032,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,11,63000000,,,135,,ほぼ台形,11,125,昭和51年,木造,住宅,,西,区道,4,第１種低層住居専用地域,60,150,平成21年第２四半期,調停・競売等
5033,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,110000000,2100000,,165,650000,長方形,10,,,,,,西,区道,4,第１種低層住居専用地域,50,100,平成21年第２四半期,
5034,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,95000000,1900000,,165,570000,不整形,3,,,,,,西,区道,4,第１種低層住居専用地域,50,100,平成21年第２四半期,
5035,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,11,65000000,,,160,,ほぼ長方形,10,230,平成5年,ＲＣ,共同住宅、事務所,,西,都道,11,第１種中高層住居専用地域,60,200,平成21年第１四半期,
5036,宅地(土地),住宅地,13110,東京都,目黒区,祐天寺,祐天寺,5,80000000,2500000,,105,770000,ほぼ長方形,10,,,,,,南,区道,5.5,第１種低層住居専用地域,60,150,平成21年第３四半期,
5037,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,3,6500000,,１Ｋ,10,,,,,昭和59年,ＲＣ,住宅,,,,,近隣商業地域,80,300,平成21年第２四半期,改装済を購入
5038,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,,7000000,,１Ｋ,15,,,,,昭和59年,ＲＣ,住宅,,,,,近隣商業地域,80,300,平成21年第１四半期,改装済を購入
5039,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,2,52000000,,３ＬＤＫ,75,,,,,平成10年,ＲＣ,住宅,,,,,近隣商業地域,80,300,平成21年第１四半期,未改装を購入
5040,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,7,54000000,,２ＬＤＫ,70,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成20年第４四半期,未改装を購入
5041,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,8,14000000,,１Ｒ,25,,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成20年第３四半期,改装済を購入
5042,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,8,78000000,,３ＬＤＫ,80,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成20年第３四半期,未改装を購入
5043,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,8,24000000,,１Ｋ,20,,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成20年第２四半期,未改装を購入
5044,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,池尻大橋,8,170000000,,,190,,長方形,13,520,昭和51年,ＲＣ,事務所、倉庫,,西,区道,8,第１種住居地域,60,300,平成20年第１四半期,
5045,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,8,19000000,,１Ｋ,25,,,,,平成15年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成20年第１四半期,未改装を購入
5046,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,24000000,,１ＤＫ,30,,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成19年第４四半期,改装済を購入
5047,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,池尻大橋,9,100000000,,,65,,ほぼ長方形,5,105,平成13年,ＲＣ,住宅,,北西,区道,4,商業地域,80,600,平成19年第３四半期,
5048,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,池尻大橋,9,500000000,,,290,,ほぼ台形,20,750,昭和60年,ＲＣ,共同住宅,,北東,区道,5.5,第１種住居地域,60,300,平成19年第３四半期,
5049,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,10,13000000,,２ＤＫ,35,,,,,昭和60年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成19年第３四半期,未改装を購入
5050,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,池尻大橋,9,140000000,,,80,,ほぼ長方形,5,110,平成13年,ＲＣ,住宅,,北西,区道,4,第１種住居地域,60,300,平成19年第２四半期,
5051,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,23000000,,１ＤＫ,25,,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成19年第２四半期,改装済を購入
5052,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,55000000,,１ＬＤＫ,50,,,,,平成15年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成19年第１四半期,未改装を購入
5053,宅地(土地と建物),商業地,13110,東京都,目黒区,青葉台,池尻大橋,9,73000000,,,80,,ほぼ長方形,5.5,110,平成13年,ＲＣ,住宅,,南西,区道,4,商業地域,,,平成18年第４四半期,
5054,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,38000000,,,40,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第４四半期,未改装を購入
5055,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,32000000,,１Ｋ,30,,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80,500,平成18年第４四半期,未改装を購入
5056,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,池尻大橋,7,1400000000,,,900,,不整形,38,2000�u以上,昭和39年,ＲＣ,事務所,,南,区道,7.5,商業地域,80,500,平成18年第３四半期,
5057,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,8,64000000,,２ＬＤＫ,80,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成18年第３四半期,未改装を購入
5058,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,8,20000000,,１Ｋ,25,,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第２四半期,未改装を購入
5059,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,8,24000000,,１ＤＫ,30,,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成18年第２四半期,未改装を購入
5060,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,7,19000000,,１ＤＫ,25,,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第２四半期,未改装を購入
5061,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,22000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第１四半期,
5062,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,30000000,,１Ｋ,25,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第１四半期,未改装を購入
5063,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,32000000,,１Ｋ,30,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第１四半期,改装済を購入
5064,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,22000000,,１Ｋ,35,,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成18年第１四半期,未改装を購入
5065,宅地(土地),住宅地,13110,東京都,目黒区,青葉台,池尻大橋,13,340000000,4300000,,260,1300000,ほぼ長方形,11.6,,,,,,北,区道,5.4,第１種低層住居専用地域,60,150,平成17年第４四半期,
5066,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,27000000,,１Ｋ,25,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第４四半期,
5067,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第４四半期,
5068,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,33000000,,１Ｋ,30,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第４四半期,
5069,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,24000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第４四半期,
5070,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,30000000,,１Ｋ,25,,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80,500,平成17年第４四半期,未改装を購入
5071,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,32000000,,１Ｋ,25,,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80,500,平成17年第４四半期,改装済を購入
5072,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,24000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第４四半期,未改装を購入
5073,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,36000000,,１Ｋ,30,,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80,500,平成17年第４四半期,未改装を購入
5074,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,10,30000000,,１Ｋ,25,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,
5075,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,10,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,
5076,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,10,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,
5077,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,33000000,,１Ｋ,25,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,
5078,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,
5079,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,30000000,,１Ｋ,25,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,未改装を購入
5080,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,30000000,,１Ｋ,25,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,未改装を購入
5081,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,16000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成17年第３四半期,未改装を購入
5082,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,11,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,未改装を購入
5083,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,,28000000,,１ＬＤＫ,35,,,,,平成15年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成17年第３四半期,未改装を購入
5084,中古マンション等,,13110,東京都,目黒区,青葉台,池尻大橋,9,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,
5085,中古マンション等,,13110,東京都,目黒区,青葉台,渋谷,15,50000000,,３ＬＤＫ,55,,,,,平成7年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成20年第２四半期,改装済を購入
5086,中古マンション等,,13110,東京都,目黒区,青葉台,渋谷,11,22000000,,２ＤＫ,40,,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成20年第１四半期,未改装を購入
5087,中古マンション等,,13110,東京都,目黒区,青葉台,渋谷,15,45000000,,２ＬＤＫ,55,,,,,平成7年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成19年第３四半期,未改装を購入
5088,中古マンション等,,13110,東京都,目黒区,青葉台,渋谷,8,29000000,,１ＬＤＫ,40,,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成19年第２四半期,改装済を購入
5089,中古マンション等,,13110,東京都,目黒区,青葉台,渋谷,,27000000,,１ＬＤＫ,40,,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成18年第１四半期,改装済を購入
5090,中古マンション等,,13110,東京都,目黒区,青葉台,渋谷,12,22000000,,１Ｋ,65,,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成17年第４四半期,調停・競売等、未改装を購入
5091,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,7,42000000,,３ＬＤＫ,55,,,,,平成7年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成20年第４四半期,未改装を購入
5092,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,6,45000000,,２ＬＤＫ,55,,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成20年第４四半期,改装済を購入
5093,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,4,42000000,,２ＬＤＫ,55,,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成20年第４四半期,未改装を購入
5094,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,9,75000000,,２ＬＤＫ,65,,,,,平成14年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成20年第３四半期,未改装を購入
5095,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,5,43000000,,２ＬＤＫ,55,,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成20年第３四半期,未改装を購入
5096,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,7,17000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成20年第３四半期,未改装を購入
5097,宅地(土地),住宅地,13110,東京都,目黒区,青葉台,神泉,5,100000000,3100000,,105,930000,ほぼ正方形,10.5,,,,,,北,区道,7.3,第２種住居地域,60,400,平成20年第２四半期,
5098,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,7,60000000,,２ＬＤＫ,55,,,,,平成14年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成20年第２四半期,未改装を購入
5099,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,7,43000000,,２ＬＤＫ,50,,,,,平成7年,ＲＣ,住宅,,,,,第２種住居地域,60,400,平成20年第１四半期,未改装を購入
5100,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,7,22000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成20年第１四半期,
5101,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,10,84000000,,２ＬＤＫ,80,,,,,平成14年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成19年第４四半期,未改装を購入
5102,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,7,58000000,,２ＬＤＫ,65,,,,,平成7年,ＲＣ,住宅,,,,,第２種住居地域,60,400,平成19年第４四半期,改装済を購入
5103,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,神泉,7,530000000,,,320,,ほぼ長方形,12,130,昭和58年,木造,住宅,,南西,区道,6,第１種住居地域,60,300,平成19年第３四半期,
5104,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,5,33000000,,１ＬＤＫ,30,,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成19年第３四半期,未改装を購入
5105,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,7,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成19年第３四半期,未改装を購入
5106,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,7,25000000,,１Ｋ,20,,,,,,ＳＲＣ,住宅,,,,,商業地域,80,600,平成19年第３四半期,未改装を購入
5107,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,4,50000000,,２ＬＤＫ,55,,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成19年第１四半期,改装済を購入
5108,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,5,23000000,,２ＬＤＫ,45,,,,,昭和43年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成19年第１四半期,未改装を購入
5109,宅地(土地と建物),商業地,13110,東京都,目黒区,青葉台,神泉,14,1300000000,,,200,,不整形,25,440,昭和55年,ＲＣ,共同住宅,,北東,都道,20,第２種中高層住居専用地域,60,300,平成18年第４四半期,
5110,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,,84000000,,２ＬＤＫ,95,,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成18年第４四半期,未改装を購入
5111,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,5,47000000,,３ＬＤＫ,60,,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成18年第４四半期,未改装を購入
5112,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,,24000000,,１Ｋ,25,,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成18年第４四半期,改装済を購入
5113,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,神泉,8,460000000,,,160,,長方形,10,530,平成15年,ＲＣ,共同住宅,,東,区道,5.5,第１種住居地域,60,300,平成18年第３四半期,
5114,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,8,22000000,,１Ｋ,20,,,,,平成13年,ＲＣ,住宅,,,,,商業地域,80,600,平成18年第３四半期,未改装を購入
5115,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,5,24000000,,１Ｒ,55,,,,,昭和43年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成18年第３四半期,未改装を購入
5116,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,,21000000,,１Ｋ,25,,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成18年第１四半期,未改装を購入
5117,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,,18000000,,１Ｋ,20,,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成18年第１四半期,未改装を購入
5118,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,,34000000,,２ＬＤＫ,45,,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成18年第１四半期,未改装を購入
5119,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,6,52000000,,３ＬＤＫ,70,,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成17年第４四半期,未改装を購入
5120,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,6,140000000,,４ＬＤＫ,190,,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成17年第４四半期,未改装を購入
5121,宅地(土地),住宅地,13110,東京都,目黒区,青葉台,神泉,13,330000000,4500000,,240,1400000,不整形,8,,,,,,南,区道,5.4,第１種住居地域,60,300,平成17年第３四半期,
5122,中古マンション等,,13110,東京都,目黒区,青葉台,代官山,7,150000000,,２ＬＤＫ,90,,,,,平成12年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成19年第３四半期,未改装を購入
5123,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,代官山,6,130000000,,,95,,不整形,2.2,145,平成11年,ＲＣ,住宅,,南西,区道,4,第１種低層住居専用地域,60,150,平成17年第３四半期,
5124,中古マンション等,,13110,東京都,目黒区,青葉台,都立大学,6,75000000,,２ＬＤＫ,70,,,,,平成9年,ＳＲＣ,住宅,,,,,準工業地域,60,300,平成20年第２四半期,
5125,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,30000000,,１ＬＤＫ,40,,,,,昭和54年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成20年第４四半期,未改装を購入
5126,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,30000000,,オープンフロア,45,,,,,昭和54年,ＳＲＣ,店舗,,,,,商業地域,80,500,平成20年第４四半期,未改装を購入
5127,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,中目黒,5,580000000,,,230,,長方形,10,400,平成16年,ＲＣ,店舗,,南西,区道,5.5,準工業地域,60,200,平成20年第３四半期,
5128,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,5,23000000,,１Ｋ,20,,,,,平成7年,ＲＣ,住宅,,,,,準工業地域,60,300,平成20年第３四半期,改装済を購入
5129,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,42000000,,１ＬＤＫ,55,,,,,昭和47年,ＳＲＣ,住宅,,,,,準工業地域,60,300,平成20年第１四半期,改装済を購入
5130,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,20000000,,２ＤＫ,35,,,,,昭和54年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成19年第３四半期,調停・競売等、未改装を購入
5131,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,8000000,,１ＤＫ,25,,,,,昭和38年,ＲＣ,住宅,,,,,準工業地域,60,200,平成19年第２四半期,未改装を購入
5132,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,,22000000,,,50,,,,,昭和47年,ＳＲＣ,住宅,,,,,準工業地域,60,300,平成19年第１四半期,
5133,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,7,4900000,,１ＤＫ,20,,,,,昭和38年,ＲＣ,住宅,,,,,準工業地域,60,200,平成18年第４四半期,未改装を購入
5134,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,6300000,,１ＤＫ,20,,,,,昭和38年,ＲＣ,住宅,,,,,準工業地域,60,200,平成18年第３四半期,未改装を購入
5135,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,3,22000000,,２ＤＫ,25,,,,,昭和59年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第２四半期,改装済を購入
5136,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,,12000000,,１Ｋ,20,,,,,昭和38年,ＲＣ,住宅,,,,,準工業地域,60,200,平成18年第２四半期,改装済を購入
5137,宅地(土地),住宅地,13110,東京都,目黒区,青葉台,中目黒,11,180000000,4400000,,135,1300000,ほぼ正方形,7,,,,,,北,区道,5.5,第１種低層住居専用地域,60,150,平成18年第１四半期,
5138,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,,17000000,,１ＤＫ,30,,,,,平成10年,ＲＣ,住宅,,,,,準工業地域,60,200,平成18年第１四半期,
5139,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,4,28000000,,１ＬＤＫ,45,,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第１四半期,未改装を購入
5140,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,中目黒,8,240000000,,,260,,長方形,18.5,520,平成7年,鉄骨造,事務所、倉庫,,北西,区道,7.2,準工業地域,60,200,平成17年第４四半期,
5141,宅地(土地),商業地,13110,東京都,目黒区,青葉台,中目黒,4,43000000,4600000,,30,1400000,長方形,9,,,,,,南西,都道,30,商業地域,80,500,平成17年第４四半期,
5142,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,7500000,,１Ｋ,20,,,,,昭和38年,ＲＣ,住宅,,,,,準工業地域,60,200,平成17年第４四半期,未改装を購入
5143,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,,22000000,,２ＤＫ,35,,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,未改装を購入
5144,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,11,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,
5145,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,12,25000000,,１ＤＫ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,改装済を購入
5146,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,12,25000000,,１ＤＫ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,改装済を購入
5147,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,11,25000000,,１Ｋ,20,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,
5148,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,11,29000000,,１ＬＤＫ,25,,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成17年第３四半期,改装済を購入
5149,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,67000000,,,85,,不整形,3.6,105,平成20年,木造,住宅,,東,区道,3,第１種低層住居専用地域,60,150,平成20年第４四半期,
5150,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,69000000,,,75,,ほぼ長方形,5.5,110,平成12年,木造,住宅,,北東,私道,2.5,第１種低層住居専用地域,60,150,平成20年第４四半期,
5151,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,10,54000000,1800000,,100,540000,不整形,2.5,,,,,,南,区道,3.2,第１種低層住居専用地域,60,150,平成20年第４四半期,
